time,latitude,longitude,depth,mag
2020-10-03T23:21:38.527Z,65.4087,-164.3819,9.6,3.2
2020-10-03T23:20:25.740Z,19.21450043,-155.4179993,31.86000061,2.26999998
2020-10-03T23:03:23.638Z,-6.0151,112.8793,611.76,4.2
2020-10-03T22:53:09.386Z,-4.3661,154.0482,382.46,4.5
2020-10-03T22:47:35.190Z,33.013,-115.5788333,4.47,2.34
2020-10-03T22:40:32.980Z,38.8195,-122.8008347,2.92,0.78
2020-10-03T22:26:46.930Z,38.8203316,-122.7603302,1.87,0.99
2020-10-03T22:19:30.510Z,9.2428,126.3653,49.02,4.6
2020-10-03T22:16:10.670Z,33.0881667,-115.5926667,11.26,1.47
2020-10-03T22:11:20.700Z,38.1605,-117.9745,8.9,1.2
2020-10-03T22:10:25.360Z,62.3077,-151.1123,71.8,1.5
2020-10-03T22:07:57.240Z,-5.9433,130.7967,81.65,4
2020-10-03T21:53:28.439Z,61.8836,-150.9399,1.8,1.3
2020-10-03T21:47:35.164Z,54.9938,-158.9578,2.4,2
2020-10-03T21:46:40.970Z,67.7748,-158.8513,4.1,1.4
2020-10-03T21:43:49.277Z,60.5162,-147.5133,7.3,1.4
2020-10-03T21:41:00.720Z,38.1588,-117.9327,13.7,1.8
2020-10-03T21:38:58.200Z,38.8235,-122.7948333,0.83,0.01
2020-10-03T21:30:53.421Z,69.4506,-144.1701,3.4,1.4
2020-10-03T21:27:03.020Z,38.157,-117.9095,12.1,0.7
2020-10-03T21:23:49.100Z,38.1875,-117.835,8.1,1
2020-10-03T21:03:17.520Z,38.205,-117.78,10.5,0.7
2020-10-03T21:02:41.960Z,38.815834,-122.8078308,3.67,0.55
2020-10-03T21:00:50.055Z,67.3503,-156.1844,7.3,1.5
2020-10-03T21:00:13.220Z,33.4791667,-116.4301667,11.32,0.63
2020-10-03T20:58:09.450Z,38.8175,-122.7853333,1.7,0.25
2020-10-03T20:48:29.630Z,48.5745,-123.0516667,12.29,1.03
2020-10-03T20:43:29.190Z,37.6665,-118.9301667,2.1,0.12
2020-10-03T20:42:18.701Z,62.0157,-147.4666,27,1.4
2020-10-03T20:38:58.900Z,37.5591667,-118.8651667,4.7,0.59
2020-10-03T20:29:00.080Z,17.955,-67.1081,9,3.14
2020-10-03T20:28:32.700Z,38.1565,-118.218,7.6,0.9
2020-10-03T20:26:46.420Z,62.8828,-151.0494,103.6,1.6
2020-10-03T20:26:32.120Z,33.0273333,-115.576,4.38,0.6
2020-10-03T20:26:13.070Z,33.011,-115.5711667,4.35,1.16
2020-10-03T20:24:00.330Z,33.0005,-115.5813333,3.53,1.54
2020-10-03T20:21:00.460Z,33.0201667,-115.5871667,11.26,2.94
2020-10-03T20:16:27.150Z,35.66,-117.4285,7.01,3.35
2020-10-03T20:13:07.150Z,19.16250038,-155.4804993,33.72999954,2.05
2020-10-03T20:05:45.902Z,51.7583,-174.104,23,1.7
2020-10-03T20:04:31.270Z,-18.6731,-177.8026,615.91,4.6
2020-10-03T20:00:53.750Z,38.8076667,-122.8223333,2.01,-0.05
2020-10-03T19:41:41.030Z,36.3513333,-116.796,5.49,1.47
2020-10-03T19:41:00.230Z,33.505,-116.5075,14.75,1.12
2020-10-03T19:40:48.430Z,33.5055,-116.5036667,13.53,1.11
2020-10-03T19:35:58.356Z,55.1473,-159.4619,32.4,1.6
2020-10-03T19:27:11.350Z,40.515,-112.1716667,-2,1.71
2020-10-03T19:25:49.440Z,38.0878333,-112.4166667,3.93,1.32
2020-10-03T19:25:29.592Z,51.3253,-178.0409,36.2,1.6
2020-10-03T19:22:46.800Z,19.41816711,-155.2794952,8.159999847,1.73000002
2020-10-03T19:20:08.630Z,36.65833333,-98.79816667,6.04,1.53
2020-10-03T19:13:03.018Z,58.2821,-154.9845,3.8,0.9
2020-10-03T19:10:25.969Z,35.36716667,-96.48583333,7.28,1.25
2020-10-03T19:10:09.540Z,19.34816742,-155.1056671,4.050000191,1.88
2020-10-03T19:07:01.050Z,38.0058333,-122.0971667,13.53,1.34
2020-10-03T19:06:49.483Z,-23.6156,-179.8497,548.46,4
2020-10-03T19:00:03.880Z,47.6745,-120.1403333,3.87,-0.1
2020-10-03T18:51:21.240Z,33.0256667,-115.6098333,6.67,1.63
2020-10-03T18:50:29.680Z,32.9963333,-115.5765,3.08,1.43
2020-10-03T18:49:39.750Z,33.0166667,-115.5945,4.96,1.28
2020-10-03T18:45:53.780Z,38.1622,-117.8727,8.4,0.5
2020-10-03T18:40:13.470Z,36.4933333,-117.9298333,8.26,1.86
2020-10-03T18:40:00.710Z,36.8473333,-121.3848333,9.77,0.96
2020-10-03T18:37:21.079Z,-62.3666,-58.3688,10,5
2020-10-03T18:35:16.582Z,66.3252,-157.3772,8.1,2.1
2020-10-03T18:33:54.770Z,33.0536667,-115.5908333,3.85,1.92
2020-10-03T18:24:25.530Z,38.166,-117.9448,5.4,1.3
2020-10-03T18:21:12.989Z,59.5249,-152.515,77.3,1.8
2020-10-03T18:20:32.074Z,54.7273,-161.2309,17.6,1.4
2020-10-03T18:11:50.170Z,47.551,-113.8023333,18.74,0.4
2020-10-03T18:11:43.030Z,47.5286667,-113.8183333,17.42,0.2
2020-10-03T18:04:39.692Z,61.5874,-149.8705,39.2,1.9
2020-10-03T17:55:26.940Z,48.48483333,-123.4676667,20.04,1.14
2020-10-03T17:49:51.680Z,47.52183333,-121.695,14.87,1.09
2020-10-03T17:49:20.347Z,54.6466,-161.1108,11.2,2.9
2020-10-03T17:38:48.407Z,63.2665,-149.3068,83.3,1.1
2020-10-03T17:37:30.450Z,38.1838,-117.9312,6.1,0.5
2020-10-03T17:36:43.060Z,33.441,-116.4353333,6.36,0.55
2020-10-03T17:35:24.220Z,38.1795,-118.3622,0,1
2020-10-03T17:33:25.122Z,57.8069,-156.2352,118.8,1.9
2020-10-03T17:33:12.203Z,60.5512,-151.6069,73.5,1.4
2020-10-03T17:31:56.530Z,32.9388333,-116.2846667,7.68,2.48
2020-10-03T17:25:40.818Z,63.0536,-151.4648,8.1,1.7
2020-10-03T17:24:34.040Z,35.7511667,-120.326,11.11,1
2020-10-03T17:23:40.720Z,33.029,-115.5975,3.81,1.4
2020-10-03T17:22:17.750Z,33.035,-115.5863333,9.97,1.35
2020-10-03T17:20:57.570Z,19.23366737,-155.39534,32.43999863,1.98000002
2020-10-03T17:20:46.160Z,37.2593333,-121.6346667,4.27,1.34
2020-10-03T17:20:45.560Z,33.0326667,-115.5908333,5.69,1.26
2020-10-03T17:20:16.710Z,54.9375,-159.0621,34.4,2.2
2020-10-03T17:17:40.360Z,67.3327,-156.2299,0.4,1.7
2020-10-03T17:13:49.340Z,33.056,-115.5948333,9.14,1.45
2020-10-03T17:12:47.050Z,38.1885,-117.8863,12,0.7
2020-10-03T17:10:36.040Z,33.0333333,-115.6101667,7.56,2.26
2020-10-03T17:07:02.700Z,33.106,-115.5855,5.63,1.11
2020-10-03T17:04:42.178Z,63.6032,-150.66,18.6,1
2020-10-03T17:03:38.269Z,63.6582,-150.581,7.7,1.2
2020-10-03T16:59:30.280Z,33.9753333,-116.9623333,13.77,0.84
2020-10-03T16:58:43.990Z,53.5006,-165.709,36.57,3.2
2020-10-03T16:57:51.950Z,33.039,-115.5968333,5.59,1.81
2020-10-03T16:53:36.270Z,36.4993333,-81.1128333,0.09,-0.61
2020-10-03T16:49:57.370Z,33.0345,-115.574,6.12,1.28
2020-10-03T16:36:34.340Z,36.0963333,-89.5425,14.78,2.3
2020-10-03T16:35:03.430Z,38.814167,-122.8205032,1.14,0.92
2020-10-03T16:34:55.772Z,68.5399,-148.4669,10.2,1.6
2020-10-03T16:33:56.950Z,38.8154984,-122.8195038,0.83,0.9
2020-10-03T16:33:29.760Z,33.0171667,-115.5973333,3.66,1.15
2020-10-03T16:30:34.890Z,38.181,-117.6153,7.2,1.1
2020-10-03T16:30:06.352Z,-7.1605,150.0707,14.93,5.4
2020-10-03T16:26:15.932Z,-62.2937,-58.2471,5.09,4.8
2020-10-03T16:25:47.110Z,33.443,-116.4331667,3.08,0.65
2020-10-03T16:22:54.980Z,33.1105,-115.5808333,3.01,1.39
2020-10-03T16:21:55.420Z,54.12783333,-165.9396667,3.36,-1.05
2020-10-03T16:21:17.930Z,38.1517,-118.0337,3.8,0.5
2020-10-03T16:19:20.981Z,61.4394,-150.2112,39.8,1.1
2020-10-03T16:19:04.550Z,33.3646667,-116.4098333,4.6,0.94
2020-10-03T16:18:40.701Z,68.5305,-148.4426,11.9,2
2020-10-03T16:09:42.840Z,33.0206667,-115.5823333,4.49,1.23
2020-10-03T16:07:26.490Z,38.815,-122.8213333,3.05,0.02
2020-10-03T16:04:40.050Z,69.5164,-144.732,4.9,2.6
2020-10-03T16:00:13.560Z,33.0106667,-115.5896667,4.71,1.33
2020-10-03T15:59:42.285Z,61.4346,-150.0852,43.8,1.2
2020-10-03T15:57:12.847Z,66.3081,-157.4589,1.2,1.2
2020-10-03T15:55:55.970Z,35.6891667,-117.3981667,2.78,0.84
2020-10-03T15:55:38.167Z,60.1726,-140.9849,12.6,1.5
2020-10-03T15:50:57.610Z,38.6998,-118.8055,7,1.3
2020-10-03T15:42:49.540Z,39.7063333,-110.7488333,-3.5,1.2
2020-10-03T15:41:00.040Z,48.4365,-122.5556667,21.29,1.4
2020-10-03T15:38:56.110Z,38.8093333,-122.826,2,0.12
2020-10-03T15:36:17.754Z,26.2024,91.3108,44.3,4.2
2020-10-03T15:35:04.563Z,63.2107,-151.6008,15.6,0.9
2020-10-03T15:34:00.770Z,33.4965,-116.5036667,13.5,0.81
2020-10-03T15:29:26.430Z,38.8083344,-122.8271637,1.78,0.57
2020-10-03T15:22:13.680Z,33.0795,-116.0421667,9.68,1.16
2020-10-03T15:21:33.450Z,46.19883333,-122.1823333,0.93,0.48
2020-10-03T15:21:31.616Z,-15.992,168.8833,10,4.6
2020-10-03T15:21:20.010Z,38.178,-117.8647,12.1,0.8
2020-10-03T15:18:10.620Z,36.9058333,-113.6485,6.82,1.92
2020-10-03T15:18:07.565Z,63.3655,-149.5741,104.4,1.8
2020-10-03T15:14:02.110Z,19.45816612,-155.5956726,2.210000038,1.75999999
2020-10-03T15:13:19.249Z,66.3439,-157.5595,0.4,1.2
2020-10-03T15:12:31.877Z,55.0334,-163.5757,36.2,1.8
2020-10-03T15:03:44.650Z,37.8215,-122.0206667,9.2,0.7
2020-10-03T14:54:10.850Z,38.8135,-122.8235,2.53,-0.27
2020-10-03T14:53:11.500Z,38.1933,-117.9903,3.1,0.9
2020-10-03T14:52:44.696Z,51.4816,-174.8891,10,3.8
2020-10-03T14:41:21.480Z,35.6745,-117.507,11.01,1.05
2020-10-03T14:41:18.460Z,32.9403333,-115.5106667,6.09,1.46
2020-10-03T14:38:46.799Z,65.6884,-149.6662,3.2,1
2020-10-03T14:35:43.830Z,38.8323333,-122.8048333,1.96,0.05
2020-10-03T14:33:53.191Z,63.0092,-150.9399,114.5,1.8
2020-10-03T14:33:32.110Z,39.947,-117.8855,14.2,1.1
2020-10-03T14:31:38.910Z,37.493,-121.8256667,3.3,1.04
2020-10-03T14:26:52.106Z,54.87,-159.9664,25.6,1.9
2020-10-03T14:22:41.010Z,33.5413333,-116.6865,8.61,0.49
2020-10-03T14:21:47.340Z,39.3651667,-123.2471667,7.33,1.91
2020-10-03T14:20:51.870Z,38.1403,-118.0197,5.8,0.6
2020-10-03T14:15:56.423Z,15.6226,120.3028,38.03,4.7
2020-10-03T14:13:57.990Z,37.441,-118.8523333,4.49,2.79
2020-10-03T14:06:00.090Z,33.021,-115.5821667,3.9,1.15
2020-10-03T14:05:51.926Z,51.6043,-174.8936,17.9,1.8
2020-10-03T14:05:36.200Z,38.0871667,-112.4148333,5.99,0.97
2020-10-03T14:04:11.522Z,54.5717,-163.2512,13.6,1.8
2020-10-03T14:03:00.780Z,33.0135,-115.5841667,7.89,2.38
2020-10-03T13:59:40.545Z,62.2438,-150.5141,15,1.7
2020-10-03T13:58:19.190Z,38.0951667,-112.4281667,10.1,1.04
2020-10-03T13:52:42.010Z,38.0925,-112.4236667,5.97,1.51
2020-10-03T13:52:09.360Z,33.0288333,-115.581,6.61,0.93
2020-10-03T13:51:34.310Z,38.0046667,-118.7346667,5.92,2.19
2020-10-03T13:49:13.640Z,38.0066667,-118.7325,6.33,2.04
2020-10-03T13:48:07.460Z,38.0936667,-112.405,10.1,1.89
2020-10-03T13:44:12.911Z,65.7537,-155.2091,0.1,1.6
2020-10-03T13:44:00.950Z,33.011,-115.5885,3.92,1.5
2020-10-03T13:41:47.090Z,38.0853333,-112.4241667,8.5,2.65
2020-10-03T13:38:55.520Z,37.4918333,-118.8485,7.79,1.08
2020-10-03T13:34:58.450Z,39.2928333,-122.8185,1.78,1.79
2020-10-03T13:32:48.510Z,33.0375,-115.5826667,6.08,1.12
2020-10-03T13:23:20.567Z,52.1986,-174.7302,199.5,2.3
2020-10-03T13:22:47.240Z,69.278,-29.811,10,5.2
2020-10-03T13:20:25.030Z,-5.4058,153.0608,47.44,4.3
2020-10-03T13:17:42.910Z,47.73733333,-120.1983333,0.88,0.51
2020-10-03T13:17:40.510Z,33.0406667,-115.6,5.47,1.28
2020-10-03T13:17:19.240Z,33.0208333,-115.5868333,3.84,1.3
2020-10-03T13:13:13.253Z,51.3953,-176.6221,33.47,3.3
2020-10-03T13:10:26.109Z,36.52883333,-98.98316667,7.16,0.98
2020-10-03T13:09:21.460Z,36.1343333,-117.8026667,1.09,1.3
2020-10-03T13:07:21.181Z,59.1231,-152.5878,70.9,1.9
2020-10-03T13:01:42.813Z,13.78,145.0602,127.05,4.3
2020-10-03T13:00:46.680Z,58.248,-155.1286667,4.19,-0.43
2020-10-03T13:00:37.350Z,33.0536667,-115.5973333,3.19,1.95
2020-10-03T12:53:36.320Z,38.0841667,-112.4301667,5.29,1.34
2020-10-03T12:51:07.750Z,36.50966667,-98.989,7.94,0.31
2020-10-03T12:48:55.350Z,38.1443,-118.0277,1.7,0.8
2020-10-03T12:46:19.650Z,18.195,-67.0126,16,2.49
2020-10-03T12:45:59.260Z,47.7531667,-113.791,10.48,1.2
2020-10-03T12:45:24.450Z,60.5539,-147.6493,1.7,1.6
2020-10-03T12:40:35.810Z,38.0936667,-112.4148333,7.92,2.19
2020-10-03T12:32:47.047Z,60.8418,-151.1778,58.2,1.9
2020-10-03T12:29:36.111Z,61.0341,-150.0888,37.7,1.6
2020-10-03T12:26:27.750Z,29.8894,130.7074,34.27,5.1
2020-10-03T12:25:02.600Z,38.0931667,-112.4173333,8.65,1.8
2020-10-03T12:24:05.670Z,40.2913333,-124.5261667,21.1,1.83
2020-10-03T12:22:00.980Z,33.0673333,-115.5935,2.65,1.27
2020-10-03T12:17:36.732Z,61.5137,-157.1237,8,1.2
2020-10-03T12:16:54.340Z,38.8296667,-122.878,3.41,-0.06
2020-10-03T12:16:44.366Z,61.5181,-157.087,4.7,1.2
2020-10-03T12:16:24.602Z,61.5577,-157.1884,4.6,1.4
2020-10-03T12:16:14.460Z,33.017,-115.5875,5.17,0.52
2020-10-03T12:10:53.240Z,38.1273333,-112.4313333,-1.15,2.03
2020-10-03T12:06:42.838Z,53.1178,-162.0673,41.5,2.3
2020-10-03T12:06:33.579Z,54.6189,-163.3521,9.2,1.8
2020-10-03T12:05:30.110Z,19.20750046,-155.4593353,36.90999985,1.88999999
2020-10-03T12:04:12.170Z,35.7065,-117.5828333,7.86,1.55
2020-10-03T11:58:30.316Z,67.5317,-147.2985,7.3,0.9
2020-10-03T11:56:30.420Z,33.053,-115.5938333,3.11,1.63
2020-10-03T11:55:58.050Z,17.9216,-66.7715,6,2.83
2020-10-03T11:52:50.590Z,38.099,-112.4168333,8.01,2.58
2020-10-03T11:48:38.950Z,47.32416667,-121.4655,9.36,1.06
2020-10-03T11:47:43.960Z,38.092,-112.4198333,8.34,4.42
2020-10-03T11:42:00.980Z,17.8333,-66.9105,4,3.11
2020-10-03T11:35:15.013Z,63.2054,-150.4621,118,1.6
2020-10-03T11:29:20.600Z,37.1031667,-121.8198333,0.57,1.44
2020-10-03T11:25:19.951Z,60.523,-142.8628,7.6,1.6
2020-10-03T11:24:56.760Z,38.1518,-118.0242,1.6,1
2020-10-03T11:21:45.310Z,33.0173333,-115.5908333,2.91,0.99
2020-10-03T11:17:08.030Z,35.901,-117.7421667,6.46,1.41
2020-10-03T11:14:36.560Z,33.067,-115.5933333,4.69,1.38
2020-10-03T11:13:38.452Z,62.9954,-151.6363,3.6,1.7
2020-10-03T11:10:59.200Z,33.0305,-115.5791667,10.94,0.19
2020-10-03T11:08:22.026Z,54.6412,-163.3522,12,1.7
2020-10-03T11:05:31.570Z,36.0945,-117.8591667,1.56,1.42
2020-10-03T11:03:51.179Z,36.52466667,-98.988,8.24,1.13
2020-10-03T11:01:25.310Z,33.017,-115.5801667,6.1,1.53
2020-10-03T11:00:27.084Z,51.4822,-176.0824,45.7,1.8
2020-10-03T11:00:26.600Z,33.0098333,-115.5753333,4.01,1.2
2020-10-03T10:49:33.411Z,51.5838,-178.4147,6.7,2
2020-10-03T10:48:54.771Z,63.2759,-151.9674,11.3,1.1
2020-10-03T10:37:58.460Z,33.164,-115.9843333,3.38,1.08
2020-10-03T10:27:56.300Z,52.1075,-176.207,8.41,0.54
2020-10-03T10:27:40.550Z,38.168,-117.9588,6.1,0.7
2020-10-03T10:12:08.421Z,62.2541,-160.6414,7.9,1.9
2020-10-03T10:10:55.310Z,36.534,-98.98633333,7.84,1.38
2020-10-03T10:07:44.520Z,38.1692,-117.8217,14.1,0.7
2020-10-03T10:05:51.740Z,61.3868,-157.1576,15.1,1
2020-10-03T10:03:07.312Z,59.3932,-153.4302,98,2.1
2020-10-03T10:00:23.660Z,36.5283333,-121.1043333,9.42,1.12
2020-10-03T09:56:28.970Z,38.8655,-122.7946667,2.21,-0.19
2020-10-03T09:53:34.750Z,33.0105,-115.5835,4.3,1.52
2020-10-03T09:52:31.512Z,62.1787,-150.1412,9.5,1.4
2020-10-03T09:48:43.520Z,19.23033333,-155.4109955,32.75,1.75999999
2020-10-03T09:43:59.890Z,19.46316667,-155.6103333,-2.48,2.1
2020-10-03T09:43:40.870Z,36.5978333,-121.1113333,7.43,1.51
2020-10-03T09:40:46.150Z,33.9353333,-116.0061667,6.4,0.96
2020-10-03T09:39:39.060Z,33.0308333,-115.584,5.16,1.26
2020-10-03T09:33:28.580Z,38.1415,-117.9212,9.5,1.3
2020-10-03T09:33:09.280Z,52.32016667,-174.1868333,7.01,0.03
2020-10-03T09:31:35.227Z,33.5204,140.8977,59.21,5.5
2020-10-03T09:29:44.707Z,51.5254,-174.8325,25.6,1.5
2020-10-03T09:27:53.650Z,52.3225,-174.1783333,6.04,0.23
2020-10-03T09:27:44.180Z,33.0343333,-115.5778333,5.8,1.54
2020-10-03T09:20:33.810Z,33.0116667,-115.5828333,5.69,1.49
2020-10-03T09:17:54.770Z,52.32283333,-174.1755,5.95,0.02
2020-10-03T09:12:38.660Z,38.0983,-118.3593,7,1.2
2020-10-03T09:09:41.863Z,51.769,-176.5873,74.9,1.8
2020-10-03T09:06:41.160Z,17.9205,-66.7618,7,2.63
2020-10-03T09:04:57.580Z,38.77,-122.7258333,2.82,0.17
2020-10-03T09:04:27.430Z,38.8343315,-122.8013306,1.99,0.99
2020-10-03T08:59:39.390Z,33.0233333,-115.5785,5.86,2.21
2020-10-03T08:57:09.390Z,33.0178333,-115.5813333,3.6,1.31
2020-10-03T08:55:55.470Z,37.6583333,-118.852,3.26,0.99
2020-10-03T08:54:08.910Z,33.036,-115.578,5.35,1.16
2020-10-03T08:51:24.350Z,33.0156667,-115.5828333,4.56,1.27
2020-10-03T08:50:41.460Z,38.7948341,-122.7829971,3.42,0.97
2020-10-03T08:48:49.030Z,33.032,-115.5785,6.14,1.29
2020-10-03T08:48:38.770Z,19.4545002,-155.5856628,1.350000024,1.83
2020-10-03T08:43:24.870Z,35.7133333,-117.507,3.02,0.61
2020-10-03T08:41:36.140Z,33.0748333,-115.5846667,6.07,1.49
2020-10-03T08:39:44.873Z,63.0464,-151.0053,118.3,1.6
2020-10-03T08:38:05.800Z,37.5823333,-118.8781667,3.94,0.36
2020-10-03T08:37:32.810Z,17.9576,-66.8623,14,2.53
2020-10-03T08:37:03.040Z,38.1417,-117.898,8.4,0.9
2020-10-03T08:32:14.450Z,52.07883333,-176.0388333,7.33,0.14
2020-10-03T08:31:53.040Z,52.05283333,-176.065,7.72,-0.6
2020-10-03T08:31:49.520Z,33.0233333,-115.5806667,3.52,1.23
2020-10-03T08:30:43.614Z,53.5825,-159.7567,10,2.7
2020-10-03T08:29:12.417Z,50.3161,178.9427,10,3.1
2020-10-03T08:27:09.582Z,64.6181,-147.0272,13.8,0.8
2020-10-03T08:26:06.690Z,33.9553333,-116.3871667,2.7,1.72
2020-10-03T08:21:07.342Z,50.7944,-177.7294,56.3,1.7
2020-10-03T08:19:24.365Z,51.5158,-174.3127,21.7,1.5
2020-10-03T08:16:53.030Z,38.8250008,-122.829834,1.99,0.93
2020-10-03T08:12:03.600Z,35.9185,-117.6631667,2.93,0.85
2020-10-03T08:05:03.590Z,38.1707,-117.9193,8.3,0.9
2020-10-03T08:03:33.670Z,38.184,-117.9037,10.7,0.5
2020-10-03T08:00:29.990Z,38.1968333,-112.6423333,9.24,0.56
2020-10-03T07:56:45.450Z,38.8098335,-122.7728348,1.44,0.55
2020-10-03T07:56:26.040Z,38.8100014,-122.7730026,1.49,0.55
2020-10-03T07:55:52.179Z,60.6511,-159.4359,0.4,1.2
2020-10-03T07:54:37.724Z,18.5315,-68.7167,97.11,2.8
2020-10-03T07:52:13.640Z,35.8596667,-117.684,10.78,0.4
2020-10-03T07:50:47.350Z,35.9195,-117.6691667,3.44,0.61
2020-10-03T07:47:12.430Z,38.1713,-117.893,10.8,1.2
2020-10-03T07:46:54.810Z,53.991,-166.097,16.81,0.19
2020-10-03T07:44:05.220Z,36.7333,-115.7133,2.2,1.1
2020-10-03T07:37:32.130Z,33.6423333,-116.698,14.54,0.84
2020-10-03T07:32:35.530Z,33.6368333,-116.7011667,13.9,1.31
2020-10-03T07:32:33.330Z,2.5181,96.8489,51.5,4
2020-10-03T07:31:07.720Z,33.6418333,-116.6983333,14.78,0.82
2020-10-03T07:30:05.370Z,33.637,-116.7018333,14.1,1.21
2020-10-03T07:29:58.650Z,33.0218333,-115.5766667,5.87,1.36
2020-10-03T07:29:22.980Z,33.6375,-116.7001667,13.66,1.14
2020-10-03T07:25:49.570Z,52.03733333,-176.0755,8.07,-0.61
2020-10-03T07:21:08.010Z,19.21583366,-155.4166718,32.50999832,2.00999999
2020-10-03T07:19:06.410Z,36.5935,-121.1123333,8.42,2.24
2020-10-03T07:18:54.460Z,38.2062,-117.7572,9.6,1.4
2020-10-03T07:18:32.120Z,33.1431667,-116.5488333,16.22,0.73
2020-10-03T07:15:03.950Z,33.0261667,-115.5681667,3.76,1.03
2020-10-03T07:12:02.680Z,33.0435,-115.5788333,10.35,1.64
2020-10-03T07:04:44.807Z,-29.6947,-67.1602,119.28,4.5
2020-10-03T06:46:58.180Z,34.2251667,-117.4378333,12.33,1.01
2020-10-03T06:44:32.920Z,33.0521667,-115.587,5.61,0.88
2020-10-03T06:43:09.130Z,40.4846667,-121.555,1.93,0
2020-10-03T06:42:47.550Z,40.4688333,-121.5473333,2.59,-0.15
2020-10-03T06:39:56.300Z,33.0278333,-115.5858333,5.82,1.58
2020-10-03T06:39:30.090Z,38.1397,-118.0293,3.2,0.6
2020-10-03T06:39:11.260Z,34.2076667,-117.5666667,6.78,0.62
2020-10-03T06:38:35.930Z,33.9811667,-116.8305,7.55,0.91
2020-10-03T06:32:58.900Z,33.0031667,-115.5961667,1.85,1.24
2020-10-03T06:31:28.040Z,37.4771667,-118.8348333,9.42,0.77
2020-10-03T06:29:06.650Z,46.20016667,-122.1838333,0.78,-0.14
2020-10-03T06:28:29.270Z,38.7736667,-122.4123333,10.58,0.82
2020-10-03T06:26:33.610Z,38.1492,-117.972,11,1.9
2020-10-03T06:16:47.117Z,44.3337,-115.1602,10,2.4
2020-10-03T06:15:20.580Z,33.9041667,-115.7603333,9.17,1.25
2020-10-03T06:05:43.380Z,38.6913333,-122.8155,5.45,0.61
2020-10-03T06:02:05.740Z,33.0523333,-115.5798333,4.35,1.1
2020-10-03T06:00:45.250Z,33.0301667,-115.5778333,9.39,1.7
2020-10-03T05:54:45.210Z,38.1898,-117.8072,5.5,1
2020-10-03T05:52:51.420Z,38.8356667,-122.8136667,1.66,-0.1
2020-10-03T05:48:56.670Z,38.2008,-117.798,8.5,1.3
2020-10-03T05:47:30.500Z,35.918,-117.6696667,2.73,0.71
2020-10-03T05:47:08.850Z,33.0153333,-115.5928333,2.79,1.25
2020-10-03T05:37:42.150Z,19.0510006,-155.3718262,28.68000031,1.71000004
2020-10-03T05:34:00.660Z,39.3671667,-123.244,6.78,1.9
2020-10-03T05:27:38.900Z,19.20383263,-155.3756714,29.86000061,1.82000005
2020-10-03T05:22:21.967Z,51.8285,178.396,129.08,3
2020-10-03T05:22:14.310Z,35.7698333,-117.5853333,6.89,1.85
2020-10-03T05:18:07.639Z,36.70333333,-99.34566667,5.24,1.13
2020-10-03T05:12:54.119Z,36.52566667,-98.9875,7.8,0.75
2020-10-03T05:06:44.680Z,37.6261667,-118.9456667,5.87,0.21
2020-10-03T05:04:32.663Z,63.3091,-151.9376,8.6,1.6
2020-10-03T05:03:47.399Z,13.5738,120.9304,177.14,4.7
2020-10-03T05:01:57.940Z,33.0386667,-115.5866667,7.15,1.66
2020-10-03T04:57:45.530Z,36.5255,-98.98883333,7.65,0.23
2020-10-03T04:36:09.160Z,33.0308333,-115.5876667,5.87,1.92
2020-10-03T04:27:47.270Z,35.7271667,-117.5476667,6.66,0.75
2020-10-03T04:25:36.034Z,62.4733,-151.2488,87.7,2.4
2020-10-03T04:21:43.579Z,36.52516667,-98.98933333,7.81,0.4
2020-10-03T04:17:38.253Z,54.6055,-163.312,13.2,1.9
2020-10-03T04:12:51.817Z,51.2843,-174.3259,6.9,1.7
2020-10-03T04:11:49.160Z,33.0333333,-115.5826667,5.28,1.55
2020-10-03T04:11:23.080Z,40.7318333,-112.0466667,6.04,0.66
2020-10-03T04:08:50.040Z,33.043,-115.5851667,4.4,1.38
2020-10-03T04:08:13.922Z,31.5771,-104.24,5,2.6
2020-10-03T04:08:06.060Z,33.0671667,-115.599,5.51,1.03
2020-10-03T04:03:19.060Z,33.0355,-115.5831667,5.75,2.08
2020-10-03T04:02:37.970Z,33.0396667,-115.5845,8.38,2.17
2020-10-03T03:59:02.620Z,34.0255,-117.1086667,15.5,0.84
2020-10-03T03:54:53.620Z,38.0468,-118.126,0,0.9
2020-10-03T03:52:57.990Z,37.4978333,-121.8256667,4.74,1.46
2020-10-03T03:51:33.360Z,38.1691,-117.886,5.8,2.9
2020-10-03T03:47:33.120Z,51.5477,-177.6123,28.7,1.6
2020-10-03T03:45:00.600Z,35.6666667,-117.4911667,4.65,0.71
2020-10-03T03:42:50.828Z,18.7489,-67.3004,35,2.6
2020-10-03T03:40:31.219Z,36.5295,-98.98716667,7.6,0.99
2020-10-03T03:40:31.170Z,36.526,-98.98983333,8.14,0.9
2020-10-03T03:37:20.438Z,57.086,-157.5972,1.7,2
2020-10-03T03:25:12.901Z,6.1509,126.1339,128.48,4.9
2020-10-03T03:22:10.775Z,59.7631,-153.0129,104.8,2.2
2020-10-03T03:18:52.370Z,38.8411667,-122.825,2.14,0.22
2020-10-03T03:14:35.764Z,68.557,-147.7418,14,1.2
2020-10-03T03:13:57.706Z,58.9453,-134.6084,0.2,1.2
2020-10-03T03:10:07.497Z,37.6533,-105.4556,5.83,1.1
